name,type,dex_num,category,target,power,accuracy,priority,pp,short_description,long_description,has_secondary_effect,is_multi_hit,multi_hit_high,multi_hit_low,ignores_substitute,ignores_protect,bounceable,bite,bullet,contact,dance,heal,powder,pulse,punch,slice,sound,wind,boosted_by_sheer_force,ohko,is_z_move,is_max_move,is_legal
Flamethrower,"""Fire""",53,Special,normal,90,100,0,15,10% chance to burn the target.,Has a 10% chance to burn the target.,1,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
Flare Blitz,"""Fire""",394,Physical,normal,120,100,0,15,Has 33% recoil. 10% chance to burn. Thaws user.,"Has a 10% chance to burn the target. If the target lost HP, the user takes recoil damage equal to 33% the HP lost by the target, rounded half up, but not less than 1 HP.",1,0,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
Flash,"""Normal""",148,Status,normal,0,100,0,20,Lowers the target's accuracy by 1.,Lowers the target's accuracy by 1 stage.,0,0,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Flash Cannon,"""Steel""",430,Special,normal,80,100,0,10,10% chance to lower the target's Sp. Def by 1.,Has a 10% chance to lower the target's Special Defense by 1 stage.,1,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
Flatter,"""Dark""",260,Status,normal,0,100,0,15,Raises the target's Sp. Atk by 1 and confuses it.,Raises the target's Special Attack by 1 stage and confuses it.,0,0,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Fleur Cannon,"""Fairy""",705,Special,normal,130,90,0,5,Lowers the user's Sp. Atk by 2.,Lowers the user's Special Attack by 2 stages.,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Fling,"""Dark""",374,Physical,normal,0,100,0,10,Flings the user's item at the target. Power varies.,"The power of this move is based on the user's held item. The held item is lost and it activates for the target if applicable. If there is no target or the target avoids this move by protecting itself, the user's held item is still lost. The user can regain a thrown item with Recycle or the Harvest Ability. Fails if the user has no held item, if the held item cannot be thrown, if the user is under the effect of Embargo or Magic Room, or if the user has the Klutz Ability.",0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Flip Turn,"""Water""",812,Physical,normal,60,100,0,20,User switches out after damaging the target.,"If this move is successful and the user has not fainted, the user switches out even if it is trapped and is replaced immediately by a selected party member. The user does not switch out if there are no unfainted party members, or if the target switched out using an Eject Button or through the effect of the Emergency Exit or Wimp Out Abilities.",0,0,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Floaty Fall,"""Flying""",731,Physical,normal,90,95,0,15,30% chance to make the target flinch.,Has a 30% chance to make the target flinch.,1,0,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
Floral Healing,"""Fairy""",666,Status,normal,0,-1,0,10,Heals the target by 50% of its max HP.,"The target restores 1/2 of its maximum HP, rounded half up. If the terrain is Grassy Terrain, the target instead restores 2/3 of its maximum HP, rounded half down.",0,0,,,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Flower Shield,"""Fairy""",579,Status,all,0,-1,0,10,Raises Defense by 1 of all active Grass types.,Raises the Defense of all active Grass-type Pokemon by 1 stage. Fails if there are no active Grass-type Pokemon.,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Flower Trick,"""Grass""",870,Physical,normal,70,-1,0,10,Always results in a critical hit; no accuracy check.,This move is always a critical hit unless the target is under the effect of Lucky Chant or has the Battle Armor or Shell Armor Abilities. This move does not check accuracy.,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Fly,"""Flying""",19,Physical,any,90,95,0,15,"Flies up on first turn, then strikes the next turn.","This attack charges on the first turn and executes on the second. On the first turn, the user avoids all attacks other than Gust, Hurricane, Sky Uppercut, Smack Down, Thousand Arrows, Thunder, and Twister, and Gust and Twister have doubled power when used against it. If the user is holding a Power Herb, the move completes in one turn.",0,0,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Flying Press,"""Fighting""",560,Physical,any,100,95,0,10,Combines Flying in its type effectiveness.,This move combines Flying in its type effectiveness against the target. Damage doubles and no accuracy check is done if the target has used Minimize while active.,0,0,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Focus Blast,"""Fighting""",411,Special,normal,120,70,0,5,10% chance to lower the target's Sp. Def by 1.,Has a 10% chance to lower the target's Special Defense by 1 stage.,1,0,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
Focus Energy,"""Normal""",116,Status,self,0,-1,0,30,Raises the user's critical hit ratio by 2.,Raises the user's chance for a critical hit by 2 stages. Fails if the user already has the effect. Baton Pass can be used to transfer this effect to an ally.,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Focus Punch,"""Fighting""",264,Physical,normal,150,100,-3,20,Fails if the user takes damage before it hits.,The user loses its focus and does nothing if it is hit by a damaging attack this turn before it can execute the move.,0,0,,,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
Follow Me,"""Normal""",266,Status,self,0,-1,2,20,The foes' moves target the user on the turn used.,"Until the end of the turn, all single-target attacks from the opposing side are redirected to the user. Such attacks are redirected to the user before they can be reflected by Magic Coat or the Magic Bounce Ability, or drawn in by the Lightning Rod or Storm Drain Abilities. Fails if it is not a Double Battle or Battle Royal. This effect is ignored while the user is under the effect of Sky Drop.",0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Force Palm,"""Fighting""",395,Physical,normal,60,100,0,10,30% chance to paralyze the target.,Has a 30% chance to paralyze the target.,1,0,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
Foresight,"""Normal""",193,Status,normal,0,-1,0,40,"Fighting, Normal hit Ghost. Evasiveness ignored.","As long as the target remains active, its evasiveness stat stage is ignored during accuracy checks against it if it is greater than 0, and Normal- and Fighting-type attacks can hit the target if it is a Ghost type. Fails if the target is already affected, or affected by Miracle Eye or Odor Sleuth.",0,0,,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Forest's Curse,"""Grass""",571,Status,normal,0,100,0,20,Adds Grass to the target's type(s).,"Causes the Grass type to be added to the target, effectively making it have two or three types. Fails if the target is already a Grass type. If Trick-or-Treat adds a type to the target, it replaces the type added by this move and vice versa.",0,0,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Foul Play,"""Dark""",492,Physical,normal,95,100,0,15,Uses target's Attack stat in damage calculation.,"Damage is calculated using the target's Attack stat, including stat stage changes. The user's Ability, item, and burn are used as normal.",0,0,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Freeze-Dry,"""Ice""",573,Special,normal,70,100,0,20,10% chance to freeze. Super effective on Water.,Has a 10% chance to freeze the target. This move's type effectiveness against Water is changed to be super effective no matter what this move's type is.,1,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
Freeze Shock,"""Ice""",553,Physical,normal,140,90,0,5,Charges turn 1. Hits turn 2. 30% paralyze.,"Has a 30% chance to paralyze the target. This attack charges on the first turn and executes on the second. If the user is holding a Power Herb, the move completes in one turn.",1,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
Freezing Glare,"""Psychic""",821,Special,normal,90,100,0,10,10% chance to freeze the target.,Has a 10% chance to freeze the target.,1,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
Freezy Frost,"""Ice""",739,Special,normal,100,90,0,10,Eliminates all stat changes.,Resets the stat stages of all active Pokemon to 0.,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Frenzy Plant,"""Grass""",338,Special,normal,150,90,0,5,User cannot move next turn.,"If this move is successful, the user must recharge on the following turn and cannot select a move.",0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Frost Breath,"""Ice""",524,Special,normal,60,90,0,10,Always results in a critical hit.,This move is always a critical hit unless the target is under the effect of Lucky Chant or has the Battle Armor or Shell Armor Abilities.,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Frustration,"""Normal""",218,Physical,normal,0,100,0,20,Max 102 power at minimum Happiness.,"Power is equal to the greater of ((255 - user's Happiness) * 2/5), rounded down, or 1.",0,0,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Fury Attack,"""Normal""",31,Physical,normal,15,85,0,20,Hits 2-5 times in one turn.,"Hits two to five times. Has a 35% chance to hit two or three times and a 15% chance to hit four or five times. If one of the hits breaks the target's substitute, it will take damage for the remaining hits. If the user has the Skill Link Ability, this move will always hit five times. If the user is holding Loaded Dice, this move will hit 4-5 times.",0,1,5,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Fury Cutter,"""Bug""",210,Physical,normal,40,95,0,20,"Power doubles with each hit, up to 160.","Power doubles with each successful hit, up to a maximum of 160 power. The power is reset if this move misses or another move is used.",0,0,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Fury Swipes,"""Normal""",154,Physical,normal,18,80,0,15,Hits 2-5 times in one turn.,"Hits two to five times. Has a 35% chance to hit two or three times and a 15% chance to hit four or five times. If one of the hits breaks the target's substitute, it will take damage for the remaining hits. If the user has the Skill Link Ability, this move will always hit five times. If the user is holding Loaded Dice, this move will hit 4-5 times.",0,1,5,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Fusion Bolt,"""Electric""",559,Physical,normal,100,100,0,5,Power doubles if used after Fusion Flare this turn.,Power doubles if the last move used by any Pokemon this turn was Fusion Flare.,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Fusion Flare,"""Fire""",558,Special,normal,100,100,0,5,Power doubles if used after Fusion Bolt this turn.,Power doubles if the last move used by any Pokemon this turn was Fusion Bolt.,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Future Sight,"""Psychic""",248,Special,normal,120,100,0,10,Hits two turns after being used.,"Deals damage two turns after this move is used. At the end of that turn, the damage is calculated at that time and dealt to the Pokemon at the position the target had when the move was used. If the user is no longer active at the time, damage is calculated based on the user's natural Special Attack stat, types, and level, with no boosts from its held item or Ability. Fails if this move or Doom Desire is already in effect for the target's position.",0,0,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Gastro Acid,"""Poison""",380,Status,normal,0,100,0,10,Nullifies the target's Ability.,"Causes the target's Ability to be rendered ineffective as long as it remains active. If the target uses Baton Pass, the replacement will remain under this effect. If the target's Ability is As One, Battle Bond, Comatose, Disguise, Gulp Missile, Ice Face, Multitype, Power Construct, RKS System, Schooling, Shields Down, Stance Change, Tera Shift, Zen Mode, or Zero to Hero, this move fails, and receiving the effect through Baton Pass ends the effect immediately.",0,0,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Gear Grind,"""Steel""",544,Physical,normal,50,85,0,15,Hits 2 times in one turn.,"Hits twice. If the first hit breaks the target's substitute, it will take damage for the second hit.",0,1,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Gear Up,"""Steel""",674,Status,allySide,0,-1,0,20,"Raises Atk, Sp. Atk of allies with Plus/Minus by 1.",Raises the Attack and Special Attack of Pokemon on the user's side with the Plus or Minus Abilities by 1 stage.,0,0,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Genesis Supernova,"""Psychic""",703,Special,normal,185,-1,0,1,Summons Psychic Terrain.,"If this move is successful, the terrain becomes Psychic Terrain.",1,0,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
Geomancy,"""Fairy""",601,Status,self,0,-1,0,10,"Charges, then raises SpA, SpD, Spe by 2 turn 2.","Raises the user's Special Attack, Special Defense, and Speed by 2 stages. This attack charges on the first turn and executes on the second. If the user is holding a Power Herb, the move completes in one turn.",0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Giga Drain,"""Grass""",202,Special,normal,75,100,0,10,User recovers 50% of the damage dealt.,"The user recovers 1/2 the HP lost by the target, rounded half up. If Big Root is held by the user, the HP recovered is 1.3x normal, rounded half down.",0,0,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Giga Impact,"""Normal""",416,Physical,normal,150,90,0,5,User cannot move next turn.,"If this move is successful, the user must recharge on the following turn and cannot select a move.",0,0,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Gigaton Hammer,"""Steel""",893,Physical,normal,160,100,0,5,Cannot be selected the turn after it's used.,Cannot be selected the turn after it's used.,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Gigavolt Havoc,"""Electric""",646,Physical,normal,1,-1,0,1,Power is equal to the base move's Z-Power.,Power is equal to the base move's Z-Power.,0,0,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Glacial Lance,"""Ice""",824,Physical,allAdjacentFoes,120,100,0,5,No additional effect. Hits adjacent foes.,No additional effect.,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Glaciate,"""Ice""",549,Special,allAdjacentFoes,65,95,0,10,100% chance to lower the foe(s) Speed by 1.,Has a 100% chance to lower the target's Speed by 1 stage.,1,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
Glaive Rush,"""Dragon""",862,Physical,normal,120,100,0,5,User takes sure-hit 2x damage until its next turn.,"If this move is successful, moves targeted at the user deal double damage and do not check accuracy until the user's next turn.",0,0,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Glare,"""Normal""",137,Status,normal,0,100,0,30,Paralyzes the target.,Paralyzes the target.,0,0,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Glitzy Glow,"""Psychic""",736,Special,normal,80,95,0,15,Summons Light Screen.,This move summons Light Screen for 5 turns upon use.,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G-Max Befuddle,"""Bug""",1000,Physical,adjacentFoe,10,-1,0,5,Base move affects power. Foes: slp or psn or par.,"Power is equal to the base move's Max Move power. If this move is successful, each Pokemon on the opposing side either falls asleep, becomes poisoned, or becomes paralyzed, even if they have a substitute.",0,0,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
G-Max Cannonade,"""Water""",1000,Physical,adjacentFoe,10,-1,0,10,"Base move affects power. Foes: -1/6 HP, 4 turns.","Power is equal to the base move's Max Move power. If this move is successful, for 4 turns each non-Water-type Pokemon on the opposing side takes damage equal to 1/6 of its maximum HP, rounded down, at the end of each turn during effect, including the last turn.",0,0,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
G-Max Centiferno,"""Fire""",1000,Physical,adjacentFoe,10,-1,0,5,Base move affects power. Foes: bound 4-5 turns.,"Power is equal to the base move's Max Move power. If this move is successful, each Pokemon on the opposing side is prevented from switching for four or five turns (seven turns if the user is holding Grip Claw), even if they have a substitute. Causes damage equal to 1/8 of their maximum HP (1/6 if the user is holding Binding Band), rounded down, at the end of each turn during effect. They can still switch out if they are holding Shed Shell or use Baton Pass, Flip Turn, Parting Shot, Teleport, U-turn, or Volt Switch. The effect ends for a target if it leaves the field, or if it uses Rapid Spin or Substitute successfully. This effect is not stackable or reset by using this or another binding move.",0,0,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
G-Max Chi Strike,"""Fighting""",1000,Physical,adjacentFoe,10,-1,0,5,Base move affects power. Allies: Crit Ratio +1.,"Power is equal to the base move's Max Move power. If this move is successful, each Pokemon on the user's side has their critical hit ratio raised by 1 stage, even if they have a substitute.",0,0,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
G-Max Cuddle,"""Normal""",1000,Physical,adjacentFoe,10,-1,0,5,Base move affects power. Foes: infatuated.,"Power is equal to the base move's Max Move power. If this move is successful, each Pokemon on the opposing side becomes infatuated, even if they have a substitute. This effect does not happen for a target if both it and the user are the same gender, if either is genderless, or if the target is already infatuated.",0,0,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
G-Max Depletion,"""Dragon""",1000,Physical,adjacentFoe,10,-1,0,5,Base move affects power. Foes: last move -2 PP.,"Power is equal to the base move's Max Move power. If this move is successful, each Pokemon on the opposing side loses 2 PP from its last move used, even if they have a substitute.",0,0,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
G-Max Drum Solo,"""Grass""",1000,Physical,adjacentFoe,160,-1,0,5,Always 160 power. Ignores Abilities.,Power is 160 regardless of the base move's Max Move power. This move and its effects ignore the Abilities of other Pokemon.,0,0,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
G-Max Finale,"""Fairy""",1000,Physical,adjacentFoe,10,-1,0,5,Base move affects power. Allies: +1/6 max HP.,"Power is equal to the base move's Max Move power. If this move is successful, each Pokemon on the user's side restores 1/6 of its current maximum HP, even if they have a substitute.",0,0,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
